pokedex_names,elementType,species,height,weight,gender,eggGroups,eggCycle,base_hp,base_attack,base_defense,base_spAtk,base_spDef,base_speed,min100_hp,min100_attack,min100_defense,min100_spAtk,min100_spDef,min100_speed,max100_hp,max100_attack,max100_defense,max100_spAtk,max100_spDef,max100_speed,type_normal,type_fire,type_water,type_electricity,type_grass,type_ice,type_fighting,type_poison,type_ground,type_flying,type_psychic,type_bug,type_rock,type_ghost,type_dragon,type_dark,type_steel,type_fairy
gliscor,Ground			Flying,Fang Scorp Pokémon,2.0 m (6′07″),42.5 kg (93.7 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",75,95,125,45,75,95,260,175,229,85,139,175,354,317,383,207,273,317,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
mamoswine,Ice			Ground,Twin Tusk Pokémon,2.5 m (8′02″),291.0 kg (641.5 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",110,130,80,70,60,80,330,238,148,130,112,148,424,394,284,262,240,284,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
porygon-z,Normal,Virtual Pokémon,0.9 m (2′11″),34.0 kg (75.0 lbs),Genderless,Mineral,"20				(4,884–5,140 steps)",85,80,70,135,75,90,280,148,130,247,139,166,374,284,262,405,273,306,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
gallade,Psychic			Fighting,Blade Pokémon,1.6 m (5′03″),52.0 kg (114.6 lbs),"100% male, 0% female","Amorphous, Human-Like","20				(4,884–5,140 steps)",68,125,65,65,115,80,246,229,121,121,211,148,340,383,251,251,361,284,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
probopass,Rock			Steel,Compass Pokémon,1.4 m (4′07″),340.0 kg (749.6 lbs),"50% male, 50% female",Mineral,"20				(4,884–5,140 steps)",60,55,145,75,150,40,230,103,265,139,274,76,324,229,427,273,438,196,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
dusknoir,Ghost,Gripper Pokémon,2.2 m (7′03″),106.6 kg (235.0 lbs),"50% male, 50% female",Amorphous,"25				(6,169–6,425 steps)",45,100,135,65,135,45,200,184,247,121,247,85,294,328,405,251,405,207,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
froslass,Ice			Ghost,Snow Land Pokémon,1.3 m (4′03″),26.6 kg (58.6 lbs),"0% male, 100% female","Fairy, Mineral","20				(4,884–5,140 steps)",70,80,70,80,70,110,250,148,130,148,130,202,344,284,262,284,262,350,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
rotom,Electric			Ghost,Plasma Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),Genderless,Amorphous,"20				(4,884–5,140 steps)",50,50,77,95,77,91,210,94,143,175,143,168,304,218,278,317,278,309,0,1,1,0.5,1,1,0,0.5,0,0.5,1,0.5,1,2,1,2,0.5,1
uxie,Psychic,Knowledge Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),Genderless,Undiscovered,"80				(20,304–20,560 steps)",75,75,130,75,130,95,260,139,238,139,238,175,354,273,394,273,394,317,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
mesprit,Psychic,Emotion Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),Genderless,Undiscovered,"80				(20,304–20,560 steps)",80,105,105,105,105,80,270,193,193,193,193,148,364,339,339,339,339,284,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
azelf,Psychic,Willpower Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),Genderless,Undiscovered,"80				(20,304–20,560 steps)",75,125,70,125,70,115,260,229,130,229,130,211,354,383,262,383,262,361,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
dialga,Steel			Dragon,Temporal Pokémon,5.4 m (17′09″),683.0 kg (1505.8 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",100,120,120,150,100,90,310,220,220,274,184,166,404,372,372,438,328,306,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
palkia,Water			Dragon,Spatial Pokémon,4.2 m (13′09″),336.0 kg (740.8 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",90,120,100,150,120,100,290,220,184,274,220,184,384,372,328,438,372,328,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
heatran,Fire			Steel,Lava Dome Pokémon,1.7 m (5′07″),430.0 kg (948.0 lbs),"50% male, 50% female",Undiscovered,"10				(2,314–2,570 steps)",91,90,106,130,106,77,292,166,195,238,195,143,386,306,342,394,342,278,0.5,0,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25
regigigas,Normal,Colossal Pokémon,3.7 m (12′02″),420.0 kg (925.9 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",110,160,110,80,110,100,330,292,202,148,202,184,424,460,350,284,350,328,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
cresselia,Psychic,Lunar Pokémon,1.5 m (4′11″),85.6 kg (188.7 lbs),"0% male, 100% female",Undiscovered,"120				(30,584–30,840 steps)",120,70,110,75,120,85,350,130,202,139,220,157,444,262,350,273,372,295,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
phione,Water,Sea Drifter Pokémon,0.4 m (1′04″),3.1 kg (6.8 lbs),Genderless,"Fairy, Water 1","40				(10,024–10,280 steps)",80,80,80,80,80,80,270,148,148,148,148,148,364,284,284,284,284,284,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
manaphy,Water,Seafaring Pokémon,0.3 m (1′00″),1.4 kg (3.1 lbs),Genderless,"Fairy, Water 1","10				(2,314–2,570 steps)",100,100,100,100,100,100,310,184,184,184,184,184,404,328,328,328,328,328,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
darkrai,Dark,Pitch-Black Pokémon,1.5 m (4′11″),50.5 kg (111.3 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",70,90,90,135,90,125,250,166,166,247,166,229,344,306,306,405,306,383,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
arceus,Normal,Alpha Pokémon,3.2 m (10′06″),320.0 kg (705.5 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",120,120,120,120,120,120,350,220,220,220,220,220,444,372,372,372,372,372,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
victini,Psychic			Fire,Victory Pokémon,0.4 m (1′04″),4.0 kg (8.8 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",100,100,100,100,100,100,310,184,184,184,184,184,404,328,328,328,328,328,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
snivy,Grass,Grass Snake Pokémon,0.6 m (2′00″),8.1 kg (17.9 lbs),"87.5% male, 12.5% female","Field, Grass","20				(4,884–5,140 steps)",45,45,55,45,55,63,200,85,103,85,103,117,294,207,229,207,229,247,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
servine,Grass,Grass Snake Pokémon,0.8 m (2′07″),16.0 kg (35.3 lbs),"87.5% male, 12.5% female","Field, Grass","20				(4,884–5,140 steps)",60,60,75,60,75,83,230,112,139,112,139,153,324,240,273,240,273,291,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
serperior,Grass,Regal Pokémon,3.3 m (10′10″),63.0 kg (138.9 lbs),"87.5% male, 12.5% female","Field, Grass","20				(4,884–5,140 steps)",75,75,95,75,95,113,260,139,175,139,175,207,354,273,317,273,317,357,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
tepig,Fire,Fire Pig Pokémon,0.5 m (1′08″),9.9 kg (21.8 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",65,63,45,45,45,45,240,117,85,85,85,85,334,247,207,207,207,207,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
pignite,Fire			Fighting,Fire Pig Pokémon,1.0 m (3′03″),55.5 kg (122.4 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",90,93,55,70,55,55,290,171,103,130,103,103,384,313,229,262,229,229,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
emboar,Fire			Fighting,Mega Fire Pig Pokémon,1.6 m (5′03″),150.0 kg (330.7 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",110,123,65,100,65,65,330,225,121,184,121,121,424,379,251,328,251,251,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
oshawott,Water,Sea Otter Pokémon,0.5 m (1′08″),5.9 kg (13.0 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",55,55,45,63,45,45,220,103,85,117,85,85,314,229,207,247,207,207,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
dewott,Water,Discipline Pokémon,0.8 m (2′07″),24.5 kg (54.0 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",75,75,60,83,60,60,260,139,112,153,112,112,354,273,240,291,240,240,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
samurott,Water,Formidable Pokémon,1.5 m (4′11″),94.6 kg (208.6 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",95,100,85,108,70,70,300,184,157,198,130,130,394,328,295,346,262,262,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
patrat,Normal,Scout Pokémon,0.5 m (1′08″),11.6 kg (25.6 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",45,55,39,35,39,42,200,103,74,67,74,80,294,229,194,185,194,201,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
watchog,Normal,Lookout Pokémon,1.1 m (3′07″),27.0 kg (59.5 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",60,85,69,60,69,77,230,157,128,112,128,143,324,295,260,240,260,278,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
lillipup,Normal,Puppy Pokémon,0.4 m (1′04″),4.1 kg (9.0 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",45,60,45,25,45,55,200,112,85,49,85,103,294,240,207,163,207,229,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
herdier,Normal,Loyal Dog Pokémon,0.9 m (2′11″),14.7 kg (32.4 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",65,80,65,35,65,60,240,148,121,67,121,112,334,284,251,185,251,240,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
stoutland,Normal,Big-Hearted Pokémon,1.2 m (3′11″),61.0 kg (134.5 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",85,110,90,45,90,80,280,202,166,85,166,148,374,350,306,207,306,284,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
purrloin,Dark,Devious Pokémon,0.4 m (1′04″),10.1 kg (22.3 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",41,50,37,50,37,66,192,94,71,94,71,123,286,218,190,218,190,254,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
liepard,Dark,Cruel Pokémon,1.1 m (3′07″),37.5 kg (82.7 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",64,88,50,88,50,106,238,162,94,162,94,195,332,302,218,302,218,342,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
pansage,Grass,Grass Monkey Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",50,53,48,53,48,64,210,99,90,99,90,119,304,225,214,225,214,249,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
simisage,Grass,Thorn Monkey Pokémon,1.1 m (3′07″),30.5 kg (67.2 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",75,98,63,98,63,101,260,180,117,180,117,186,354,324,247,324,247,331,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
pansear,Fire,High Temp Pokémon,0.6 m (2′00″),11.0 kg (24.3 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",50,53,48,53,48,64,210,99,90,99,90,119,304,225,214,225,214,249,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
simisear,Fire,Ember Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",75,98,63,98,63,101,260,180,117,180,117,186,354,324,247,324,247,331,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
panpour,Water,Spray Pokémon,0.6 m (2′00″),13.5 kg (29.8 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",50,53,48,53,48,64,210,99,90,99,90,119,304,225,214,225,214,249,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
simipour,Water,Geyser Pokémon,1.0 m (3′03″),29.0 kg (63.9 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",75,98,63,98,63,101,260,180,117,180,117,186,354,324,247,324,247,331,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
munna,Psychic,Dream Eater Pokémon,0.6 m (2′00″),23.3 kg (51.4 lbs),"50% male, 50% female",Field,"10				(2,314–2,570 steps)",76,25,45,67,55,24,262,49,85,125,103,47,356,163,207,256,229,161,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
musharna,Psychic,Drowsing Pokémon,1.1 m (3′07″),60.5 kg (133.4 lbs),"50% male, 50% female",Field,"10				(2,314–2,570 steps)",116,55,85,107,95,29,342,103,157,197,175,56,436,229,295,344,317,172,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
pidove,Normal			Flying,Tiny Pigeon Pokémon,0.3 m (1′00″),2.1 kg (4.6 lbs),"50% male, 50% female",Flying,"15				(3,599–3,855 steps)",50,55,50,36,30,43,210,103,94,69,58,81,304,229,218,188,174,203,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
tranquill,Normal			Flying,Wild Pigeon Pokémon,0.6 m (2′00″),15.0 kg (33.1 lbs),"50% male, 50% female",Flying,"15				(3,599–3,855 steps)",62,77,62,50,42,65,234,143,116,94,80,121,328,278,245,218,201,251,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
unfezant,Normal			Flying,Proud Pokémon,1.2 m (3′11″),29.0 kg (63.9 lbs),"50% male, 50% female",Flying,"15				(3,599–3,855 steps)",80,115,80,65,55,93,270,211,148,121,103,171,364,361,284,251,229,313,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
blitzle,Electric,Electrified Pokémon,0.8 m (2′07″),29.8 kg (65.7 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",45,60,32,50,32,76,200,112,62,94,62,141,294,240,179,218,179,276,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
zebstrika,Electric,Thunderbolt Pokémon,1.6 m (5′03″),79.5 kg (175.3 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",75,100,63,80,63,116,260,184,117,148,117,213,354,328,247,284,247,364,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
roggenrola,Rock,Mantle Pokémon,0.4 m (1′04″),18.0 kg (39.7 lbs),"50% male, 50% female",Mineral,"15				(3,599–3,855 steps)",55,75,85,25,25,15,220,139,157,49,49,31,314,273,295,163,163,141,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
boldore,Rock,Ore Pokémon,0.9 m (2′11″),102.0 kg (224.9 lbs),"50% male, 50% female",Mineral,"15				(3,599–3,855 steps)",70,105,105,50,40,20,250,193,193,94,76,40,344,339,339,218,196,152,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
gigalith,Rock,Compressed Pokémon,1.7 m (5′07″),260.0 kg (573.2 lbs),"50% male, 50% female",Mineral,"15				(3,599–3,855 steps)",85,135,130,60,80,25,280,247,238,112,148,49,374,405,394,240,284,163,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
woobat,Psychic			Flying,Bat Pokémon,0.4 m (1′04″),2.1 kg (4.6 lbs),"50% male, 50% female","Field, Flying","15				(3,599–3,855 steps)",65,45,43,55,43,72,240,85,81,103,81,134,334,207,203,229,203,267,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
swoobat,Psychic			Flying,Courting Pokémon,0.9 m (2′11″),10.5 kg (23.1 lbs),"50% male, 50% female","Field, Flying","15				(3,599–3,855 steps)",67,57,55,77,55,114,244,107,103,143,103,209,338,234,229,278,229,359,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
drilbur,Ground,Mole Pokémon,0.3 m (1′00″),8.5 kg (18.7 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",60,85,40,30,45,68,230,157,76,58,85,126,324,295,196,174,207,258,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
excadrill,Ground			Steel,Subterrene Pokémon,0.7 m (2′04″),40.4 kg (89.1 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",110,135,60,50,65,88,330,247,112,94,121,162,424,405,240,218,251,302,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
audino,Normal,Hearing Pokémon,1.1 m (3′07″),31.0 kg (68.3 lbs),"50% male, 50% female",Fairy,"20				(4,884–5,140 steps)",103,60,86,60,86,50,316,112,159,112,159,94,410,240,298,240,298,218,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
timburr,Fighting,Muscular Pokémon,0.6 m (2′00″),12.5 kg (27.6 lbs),"75% male, 25% female",Human-Like,"20				(4,884–5,140 steps)",75,80,55,25,35,35,260,148,103,49,67,67,354,284,229,163,185,185,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
gurdurr,Fighting,Muscular Pokémon,1.2 m (3′11″),40.0 kg (88.2 lbs),"75% male, 25% female",Human-Like,"20				(4,884–5,140 steps)",85,105,85,40,50,40,280,193,157,76,94,76,374,339,295,196,218,196,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
conkeldurr,Fighting,Muscular Pokémon,1.4 m (4′07″),87.0 kg (191.8 lbs),"75% male, 25% female",Human-Like,"20				(4,884–5,140 steps)",105,140,95,55,65,45,320,256,175,103,121,85,414,416,317,229,251,207,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
tympole,Water,Tadpole Pokémon,0.5 m (1′08″),4.5 kg (9.9 lbs),"50% male, 50% female",Water 1,"20				(4,884–5,140 steps)",50,50,40,50,40,64,210,94,76,94,76,119,304,218,196,218,196,249,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
palpitoad,Water			Ground,Vibration Pokémon,0.8 m (2′07″),17.0 kg (37.5 lbs),"50% male, 50% female",Water 1,"20				(4,884–5,140 steps)",75,65,55,65,55,69,260,121,103,121,103,128,354,251,229,251,229,260,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
seismitoad,Water			Ground,Vibration Pokémon,1.5 m (4′11″),62.0 kg (136.7 lbs),"50% male, 50% female",Water 1,"20				(4,884–5,140 steps)",105,95,75,85,75,74,320,175,139,157,139,137,414,317,273,295,273,271,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
throh,Fighting,Judo Pokémon,1.3 m (4′03″),55.5 kg (122.4 lbs),"100% male, 0% female",Human-Like,"20				(4,884–5,140 steps)",120,100,85,30,85,45,350,184,157,58,157,85,444,328,295,174,295,207,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
sawk,Fighting,Karate Pokémon,1.4 m (4′07″),51.0 kg (112.4 lbs),"100% male, 0% female",Human-Like,"20				(4,884–5,140 steps)",75,125,75,30,75,85,260,229,139,58,139,157,354,383,273,174,273,295,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
sewaddle,Bug			Grass,Sewing Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",45,53,70,40,60,42,200,99,130,76,112,80,294,225,262,196,240,201,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
swadloon,Bug			Grass,Leaf-Wrapped Pokémon,0.5 m (1′08″),7.3 kg (16.1 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",55,63,90,50,80,42,220,117,166,94,148,80,314,247,306,218,284,201,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
leavanny,Bug			Grass,Nurturing Pokémon,1.2 m (3′11″),20.5 kg (45.2 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",75,103,80,70,80,92,260,189,148,130,148,170,354,335,284,262,284,311,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
venipede,Bug			Poison,Centipede Pokémon,0.4 m (1′04″),5.3 kg (11.7 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",30,45,59,30,39,57,170,85,110,58,74,107,264,207,238,174,194,234,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
whirlipede,Bug			Poison,Curlipede Pokémon,1.2 m (3′11″),58.5 kg (129.0 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",40,55,99,40,79,47,190,103,182,76,146,89,284,229,326,196,282,212,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
scolipede,Bug			Poison,Megapede Pokémon,2.5 m (8′02″),200.5 kg (442.0 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",60,100,89,55,69,112,230,184,164,103,128,206,324,328,304,229,260,355,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
cottonee,Grass			Fairy,Cotton Puff Pokémon,0.3 m (1′00″),0.6 kg (1.3 lbs),"50% male, 50% female","Fairy, Grass","20				(4,884–5,140 steps)",40,27,60,37,50,66,190,53,112,71,94,123,284,168,240,190,218,254,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
whimsicott,Grass			Fairy,Windveiled Pokémon,0.7 m (2′04″),6.6 kg (14.6 lbs),"50% male, 50% female","Fairy, Grass","20				(4,884–5,140 steps)",60,67,85,77,75,116,230,125,157,143,139,213,324,256,295,278,273,364,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
petilil,Grass,Bulb Pokémon,0.5 m (1′08″),6.6 kg (14.6 lbs),"0% male, 100% female",Grass,"20				(4,884–5,140 steps)",45,35,50,70,50,30,200,67,94,130,94,58,294,185,218,262,218,174,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
lilligant,Grass,Flowering Pokémon,1.1 m (3′07″),16.3 kg (35.9 lbs),"0% male, 100% female",Grass,"20				(4,884–5,140 steps)",70,60,75,110,75,90,250,112,139,202,139,166,344,240,273,350,273,306,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
sandile,Ground			Dark,Desert Croc Pokémon,0.7 m (2′04″),15.2 kg (33.5 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",50,72,35,35,35,65,210,134,67,67,67,121,304,267,185,185,185,251,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
krokorok,Ground			Dark,Desert Croc Pokémon,1.0 m (3′03″),33.4 kg (73.6 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",60,82,45,45,45,74,230,152,85,85,85,137,324,289,207,207,207,271,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
krookodile,Ground			Dark,Intimidation Pokémon,1.5 m (4′11″),96.3 kg (212.3 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",95,117,80,65,70,92,300,215,148,121,130,170,394,366,284,251,262,311,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
darumaka,Fire,Zen Charm Pokémon,0.6 m (2′00″),37.5 kg (82.7 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",70,90,45,15,45,50,250,166,85,31,85,94,344,306,207,141,207,218,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
maractus,Grass,Cactus Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",75,86,67,106,67,60,260,159,125,195,125,112,354,298,256,342,256,240,1,2,0,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
dwebble,Bug			Rock,Rock Inn Pokémon,0.3 m (1′00″),14.5 kg (32.0 lbs),"50% male, 50% female","Bug, Mineral","20				(4,884–5,140 steps)",50,65,85,35,35,55,210,121,157,67,67,103,304,251,295,185,185,229,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
crustle,Bug			Rock,Stone Home Pokémon,1.4 m (4′07″),200.0 kg (440.9 lbs),"50% male, 50% female","Bug, Mineral","20				(4,884–5,140 steps)",70,105,125,65,75,45,250,193,229,121,139,85,344,339,383,251,273,207,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
scraggy,Dark			Fighting,Shedding Pokémon,0.6 m (2′00″),11.8 kg (26.0 lbs),"50% male, 50% female","Dragon, Field","15				(3,599–3,855 steps)",50,75,70,35,70,48,210,139,130,67,130,90,304,273,262,185,262,214,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
scrafty,Dark			Fighting,Hoodlum Pokémon,1.1 m (3′07″),30.0 kg (66.1 lbs),"50% male, 50% female","Dragon, Field","15				(3,599–3,855 steps)",65,90,115,45,115,58,240,166,211,85,211,108,334,306,361,207,361,236,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
sigilyph,Psychic			Flying,Avianoid Pokémon,1.4 m (4′07″),14.0 kg (30.9 lbs),"50% male, 50% female",Flying,"20				(4,884–5,140 steps)",72,58,80,103,80,97,254,108,148,189,148,179,348,236,284,335,284,322,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
yamask,Ghost,Spirit Pokémon,0.5 m (1′08″),1.5 kg (3.3 lbs),"50% male, 50% female","Amorphous, Mineral","25				(6,169–6,425 steps)",38,30,85,55,65,30,186,58,157,103,121,58,280,174,295,229,251,174,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
