number,url_name,name,alt_name,image_url
508,stoutland,Stoutland,Stoutland,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/stoutland.avif
509,purrloin,Purrloin,Purrloin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/purrloin.avif
510,liepard,Liepard,Liepard,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/liepard.avif
511,pansage,Pansage,Pansage,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pansage.avif
512,simisage,Simisage,Simisage,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/simisage.avif
513,pansear,Pansear,Pansear,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pansear.avif
514,simisear,Simisear,Simisear,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/simisear.avif
515,panpour,Panpour,Panpour,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/panpour.avif
516,simipour,Simipour,Simipour,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/simipour.avif
517,munna,Munna,Munna,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/munna.avif
518,musharna,Musharna,Musharna,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/musharna.avif
519,pidove,Pidove,Pidove,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pidove.avif
520,tranquill,Tranquill,Tranquill,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tranquill.avif
521,unfezant,Unfezant,Unfezant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/unfezant.avif
522,blitzle,Blitzle,Blitzle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/blitzle.avif
523,zebstrika,Zebstrika,Zebstrika,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zebstrika.avif
524,roggenrola,Roggenrola,Roggenrola,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/roggenrola.avif
525,boldore,Boldore,Boldore,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/boldore.avif
526,gigalith,Gigalith,Gigalith,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gigalith.avif
527,woobat,Woobat,Woobat,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/woobat.avif
528,swoobat,Swoobat,Swoobat,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swoobat.avif
529,drilbur,Drilbur,Drilbur,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/drilbur.avif
530,excadrill,Excadrill,Excadrill,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/excadrill.avif
531,audino,Audino,Audino,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/audino.avif
532,timburr,Timburr,Timburr,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/timburr.avif
533,gurdurr,Gurdurr,Gurdurr,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gurdurr.avif
534,conkeldurr,Conkeldurr,Conkeldurr,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/conkeldurr.avif
535,tympole,Tympole,Tympole,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tympole.avif
536,palpitoad,Palpitoad,Palpitoad,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/palpitoad.avif
537,seismitoad,Seismitoad,Seismitoad,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/seismitoad.avif
538,throh,Throh,Throh,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/throh.avif
539,sawk,Sawk,Sawk,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sawk.avif
540,sewaddle,Sewaddle,Sewaddle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sewaddle.avif
541,swadloon,Swadloon,Swadloon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swadloon.avif
542,leavanny,Leavanny,Leavanny,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/leavanny.avif
543,venipede,Venipede,Venipede,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/venipede.avif
544,whirlipede,Whirlipede,Whirlipede,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/whirlipede.avif
545,scolipede,Scolipede,Scolipede,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scolipede.avif
546,cottonee,Cottonee,Cottonee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cottonee.avif
547,whimsicott,Whimsicott,Whimsicott,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/whimsicott.avif
548,petilil,Petilil,Petilil,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/petilil.avif
549,lilligant,Lilligant,Lilligant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lilligant.avif
551,sandile,Sandile,Sandile,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sandile.avif
552,krokorok,Krokorok,Krokorok,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/krokorok.avif
553,krookodile,Krookodile,Krookodile,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/krookodile.avif
554,darumaka,Darumaka,Darumaka,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/darumaka.avif
556,maractus,Maractus,Maractus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/maractus.avif
557,dwebble,Dwebble,Dwebble,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dwebble.avif
558,crustle,Crustle,Crustle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/crustle.avif
559,scraggy,Scraggy,Scraggy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scraggy.avif
560,scrafty,Scrafty,Scrafty,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scrafty.avif
561,sigilyph,Sigilyph,Sigilyph,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sigilyph.avif
562,yamask,Yamask,Yamask,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/yamask.avif
563,cofagrigus,Cofagrigus,Cofagrigus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cofagrigus.avif
564,tirtouga,Tirtouga,Tirtouga,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tirtouga.avif
565,carracosta,Carracosta,Carracosta,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/carracosta.avif
566,archen,Archen,Archen,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/archen.avif
567,archeops,Archeops,Archeops,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/archeops.avif
568,trubbish,Trubbish,Trubbish,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/trubbish.avif
569,garbodor,Garbodor,Garbodor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/garbodor.avif
570,zorua,Zorua,Zorua,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zorua.avif
571,zoroark,Zoroark,Zoroark,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zoroark.avif
572,minccino,Minccino,Minccino,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/minccino.avif
573,cinccino,Cinccino,Cinccino,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cinccino.avif
574,gothita,Gothita,Gothita,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gothita.avif
575,gothorita,Gothorita,Gothorita,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gothorita.avif
576,gothitelle,Gothitelle,Gothitelle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gothitelle.avif
577,solosis,Solosis,Solosis,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/solosis.avif
578,duosion,Duosion,Duosion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/duosion.avif
579,reuniclus,Reuniclus,Reuniclus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/reuniclus.avif
580,ducklett,Ducklett,Ducklett,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ducklett.avif
581,swanna,Swanna,Swanna,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swanna.avif
582,vanillite,Vanillite,Vanillite,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vanillite.avif
583,vanillish,Vanillish,Vanillish,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vanillish.avif
584,vanilluxe,Vanilluxe,Vanilluxe,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vanilluxe.avif
585,deerling,Deerling,Deerling,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/deerling.avif
586,sawsbuck,Sawsbuck,Sawsbuck,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sawsbuck.avif
587,emolga,Emolga,Emolga,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/emolga.avif
588,karrablast,Karrablast,Karrablast,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/karrablast.avif
589,escavalier,Escavalier,Escavalier,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/escavalier.avif
590,foongus,Foongus,Foongus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/foongus.avif
591,amoonguss,Amoonguss,Amoonguss,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/amoonguss.avif
592,frillish,Frillish,Frillish,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/frillish.avif
593,jellicent,Jellicent,Jellicent,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/jellicent.avif
594,alomomola,Alomomola,Alomomola,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/alomomola.avif
595,joltik,Joltik,Joltik,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/joltik.avif
596,galvantula,Galvantula,Galvantula,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/galvantula.avif
597,ferroseed,Ferroseed,Ferroseed,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ferroseed.avif
598,ferrothorn,Ferrothorn,Ferrothorn,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ferrothorn.avif
599,klink,Klink,Klink,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/klink.avif
600,klang,Klang,Klang,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/klang.avif
601,klinklang,Klinklang,Klinklang,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/klinklang.avif
602,tynamo,Tynamo,Tynamo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tynamo.avif
603,eelektrik,Eelektrik,Eelektrik,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eelektrik.avif
604,eelektross,Eelektross,Eelektross,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eelektross.avif
605,elgyem,Elgyem,Elgyem,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/elgyem.avif
606,beheeyem,Beheeyem,Beheeyem,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/beheeyem.avif
607,litwick,Litwick,Litwick,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/litwick.avif
608,lampent,Lampent,Lampent,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lampent.avif
609,chandelure,Chandelure,Chandelure,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chandelure.avif
610,axew,Axew,Axew,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/axew.avif
611,fraxure,Fraxure,Fraxure,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/fraxure.avif
612,haxorus,Haxorus,Haxorus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/haxorus.avif
613,cubchoo,Cubchoo,Cubchoo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cubchoo.avif
614,beartic,Beartic,Beartic,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/beartic.avif
615,cryogonal,Cryogonal,Cryogonal,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cryogonal.avif
616,shelmet,Shelmet,Shelmet,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shelmet.avif
617,accelgor,Accelgor,Accelgor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/accelgor.avif
618,stunfisk,Stunfisk,Stunfisk,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/stunfisk.avif
619,mienfoo,Mienfoo,Mienfoo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mienfoo.avif
620,mienshao,Mienshao,Mienshao,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mienshao.avif
621,druddigon,Druddigon,Druddigon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/druddigon.avif
622,golett,Golett,Golett,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/golett.avif
623,golurk,Golurk,Golurk,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/golurk.avif
624,pawniard,Pawniard,Pawniard,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pawniard.avif
625,bisharp,Bisharp,Bisharp,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bisharp.avif
626,bouffalant,Bouffalant,Bouffalant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bouffalant.avif
627,rufflet,Rufflet,Rufflet,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rufflet.avif
628,braviary,Braviary,Braviary,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/braviary.avif
629,vullaby,Vullaby,Vullaby,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vullaby.avif
630,mandibuzz,Mandibuzz,Mandibuzz,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mandibuzz.avif
631,heatmor,Heatmor,Heatmor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/heatmor.avif
632,durant,Durant,Durant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/durant.avif
633,deino,Deino,Deino,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/deino.avif
634,zweilous,Zweilous,Zweilous,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zweilous.avif
635,hydreigon,Hydreigon,Hydreigon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hydreigon.avif
636,larvesta,Larvesta,Larvesta,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/larvesta.avif
637,volcarona,Volcarona,Volcarona,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/volcarona.avif
638,cobalion,Cobalion,Cobalion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cobalion.avif
639,terrakion,Terrakion,Terrakion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/terrakion.avif
640,virizion,Virizion,Virizion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/virizion.avif
643,reshiram,Reshiram,Reshiram,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/reshiram.avif
644,zekrom,Zekrom,Zekrom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/zekrom.avif
646,kyurem,Kyurem,Kyurem,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kyurem.avif
649,genesect,Genesect,Genesect,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/genesect.avif
650,chespin,Chespin,Chespin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chespin.avif
651,quilladin,Quilladin,Quilladin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/quilladin.avif
652,chesnaught,Chesnaught,Chesnaught,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chesnaught.avif
653,fennekin,Fennekin,Fennekin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/fennekin.avif
654,braixen,Braixen,Braixen,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/braixen.avif
655,delphox,Delphox,Delphox,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/delphox.avif
656,froakie,Froakie,Froakie,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/froakie.avif
657,frogadier,Frogadier,Frogadier,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/frogadier.avif
658,greninja,Greninja,Greninja,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/greninja.avif
659,bunnelby,Bunnelby,Bunnelby,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bunnelby.avif
660,diggersby,Diggersby,Diggersby,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/diggersby.avif
661,fletchling,Fletchling,Fletchling,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/fletchling.avif
662,fletchinder,Fletchinder,Fletchinder,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/fletchinder.avif
663,talonflame,Talonflame,Talonflame,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/talonflame.avif
664,scatterbug,Scatterbug,Scatterbug,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scatterbug.avif
665,spewpa,Spewpa,Spewpa,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spewpa.avif
666,vivillon,Vivillon,Vivillon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vivillon.avif
667,litleo,Litleo,Litleo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/litleo.avif
668,pyroar,Pyroar,Pyroar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pyroar.avif
669,flabebe,Flabébé,Flabébé,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/flabebe.avif
670,floette,Floette,Floette,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/floette.avif
671,florges,Florges,Florges,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/florges.avif
672,skiddo,Skiddo,Skiddo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skiddo.avif
673,gogoat,Gogoat,Gogoat,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gogoat.avif
674,pancham,Pancham,Pancham,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pancham.avif
675,pangoro,Pangoro,Pangoro,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pangoro.avif
676,furfrou,Furfrou,Furfrou,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/furfrou.avif
677,espurr,Espurr,Espurr,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/espurr.avif
679,honedge,Honedge,Honedge,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/honedge.avif
680,doublade,Doublade,Doublade,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/doublade.avif
682,spritzee,Spritzee,Spritzee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spritzee.avif
683,aromatisse,Aromatisse,Aromatisse,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aromatisse.avif
684,swirlix,Swirlix,Swirlix,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swirlix.avif
685,slurpuff,Slurpuff,Slurpuff,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slurpuff.avif
686,inkay,Inkay,Inkay,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/inkay.avif
687,malamar,Malamar,Malamar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/malamar.avif
688,binacle,Binacle,Binacle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/binacle.avif
689,barbaracle,Barbaracle,Barbaracle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/barbaracle.avif
690,skrelp,Skrelp,Skrelp,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skrelp.avif
691,dragalge,Dragalge,Dragalge,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dragalge.avif
692,clauncher,Clauncher,Clauncher,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/clauncher.avif
693,clawitzer,Clawitzer,Clawitzer,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/clawitzer.avif
694,helioptile,Helioptile,Helioptile,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/helioptile.avif
695,heliolisk,Heliolisk,Heliolisk,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/heliolisk.avif
696,tyrunt,Tyrunt,Tyrunt,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tyrunt.avif
697,tyrantrum,Tyrantrum,Tyrantrum,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tyrantrum.avif
698,amaura,Amaura,Amaura,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/amaura.avif
699,aurorus,Aurorus,Aurorus,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/aurorus.avif
700,sylveon,Sylveon,Sylveon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sylveon.avif
701,hawlucha,Hawlucha,Hawlucha,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hawlucha.avif
702,dedenne,Dedenne,Dedenne,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dedenne.avif
703,carbink,Carbink,Carbink,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/carbink.avif
704,goomy,Goomy,Goomy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/goomy.avif
705,sliggoo,Sliggoo,Sliggoo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sliggoo.avif
706,goodra,Goodra,Goodra,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/goodra.avif
707,klefki,Klefki,Klefki,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/klefki.avif
708,phantump,Phantump,Phantump,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/phantump.avif
709,trevenant,Trevenant,Trevenant,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/trevenant.avif
712,bergmite,Bergmite,Bergmite,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bergmite.avif
713,avalugg,Avalugg,Avalugg,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/avalugg.avif
714,noibat,Noibat,Noibat,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/noibat.avif
715,noivern,Noivern,Noivern,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/noivern.avif
716,xerneas,Xerneas,Xerneas,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/xerneas.avif
717,yveltal,Yveltal,Yveltal,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/yveltal.avif
719,diancie,Diancie,Diancie,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/diancie.avif
721,volcanion,Volcanion,Volcanion,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/volcanion.avif
722,rowlet,Rowlet,Rowlet,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rowlet.avif
723,dartrix,Dartrix,Dartrix,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dartrix.avif
724,decidueye,Decidueye,Decidueye,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/decidueye.avif
725,litten,Litten,Litten,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/litten.avif
726,torracat,Torracat,Torracat,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/torracat.avif
727,incineroar,Incineroar,Incineroar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/incineroar.avif
728,popplio,Popplio,Popplio,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/popplio.avif
729,brionne,Brionne,Brionne,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/brionne.avif
730,primarina,Primarina,Primarina,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/primarina.avif
731,pikipek,Pikipek,Pikipek,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pikipek.avif
732,trumbeak,Trumbeak,Trumbeak,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/trumbeak.avif
733,toucannon,Toucannon,Toucannon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/toucannon.avif
734,yungoos,Yungoos,Yungoos,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/yungoos.avif
735,gumshoos,Gumshoos,Gumshoos,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gumshoos.avif
736,grubbin,Grubbin,Grubbin,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/grubbin.avif
737,charjabug,Charjabug,Charjabug,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/charjabug.avif
738,vikavolt,Vikavolt,Vikavolt,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vikavolt.avif
739,crabrawler,Crabrawler,Crabrawler,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/crabrawler.avif
740,crabominable,Crabominable,Crabominable,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/crabominable.avif
742,cutiefly,Cutiefly,Cutiefly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cutiefly.avif
743,ribombee,Ribombee,Ribombee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ribombee.avif
744,rockruff,Rockruff,Rockruff,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rockruff.avif
747,mareanie,Mareanie,Mareanie,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mareanie.avif
748,toxapex,Toxapex,Toxapex,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/toxapex.avif
749,mudbray,Mudbray,Mudbray,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mudbray.avif
750,mudsdale,Mudsdale,Mudsdale,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mudsdale.avif
751,dewpider,Dewpider,Dewpider,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dewpider.avif
752,araquanid,Araquanid,Araquanid,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/araquanid.avif
753,fomantis,Fomantis,Fomantis,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/fomantis.avif
754,lurantis,Lurantis,Lurantis,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lurantis.avif
755,morelull,Morelull,Morelull,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/morelull.avif
756,shiinotic,Shiinotic,Shiinotic,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shiinotic.avif
757,salandit,Salandit,Salandit,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/salandit.avif
758,salazzle,Salazzle,Salazzle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/salazzle.avif
759,stufful,Stufful,Stufful,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/stufful.avif
760,bewear,Bewear,Bewear,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bewear.avif
761,bounsweet,Bounsweet,Bounsweet,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bounsweet.avif
762,steenee,Steenee,Steenee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/steenee.avif
763,tsareena,Tsareena,Tsareena,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tsareena.avif
764,comfey,Comfey,Comfey,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/comfey.avif
765,oranguru,Oranguru,Oranguru,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/oranguru.avif
766,passimian,Passimian,Passimian,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/passimian.avif
767,wimpod,Wimpod,Wimpod,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wimpod.avif
768,golisopod,Golisopod,Golisopod,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/golisopod.avif
769,sandygast,Sandygast,Sandygast,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sandygast.avif
770,palossand,Palossand,Palossand,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/palossand.avif
771,pyukumuku,Pyukumuku,Pyukumuku,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pyukumuku.avif
